monsters,base,normal,giant ant,1,1,0,a,3
monsters,base,normal,giant beetle,1,1,0,a,0
monsters,base,normal,fire ant,1,1,0,a,1
monsters,base,normal,killer bee,1,1,0,a,11
monsters,base,normal,queen bee,1,1,0,a,5
monsters,base,normal,soldier ant,1,1,0,a,4
monsters,base,normal,gargantuan beetle,3,2,0,a,2
monsters,base,normal,quivering blob,1,1,0,b,15
monsters,base,normal,acid blob,1,1,0,b,2
monsters,base,normal,gelatinous cube,1,1,0,b,6
monsters,base,normal,mucilaginous cube,1,1,0,b,5
monsters,base,normal,pyrolisk,1,1,0,c,1
monsters,base,normal,chickatrice,1,1,0,c,3
monsters,base,normal,cockatrice,1,1,0,c,11
monsters,base,normal,giant cockatrice,3,2,0,c,9
monsters,base,normal,gargantuan cockatrice,3,2,0,c,10
monsters,base,normal,jackal,1,1,0,d,3
monsters,base,normal,fox,1,1,0,d,1
monsters,base,normal,coyote,1,1,0,d,7
monsters,base,normal,winter wolf cub,1,1,0,d,6
monsters,base,normal,dingo,1,1,0,d,11
monsters,base,normal,little dog,1,1,0,d,15
monsters,base,normal,werejackal,1,1,0,d,3
monsters,base,normal,direwolf cub,1,1,0,d,0
monsters,base,normal,hell hound pup,1,1,0,d,1
monsters,base,normal,dog,1,1,0,d,15
monsters,base,normal,hyena,3,1,0,d,9
monsters,base,normal,wolf,3,1,0,d,0
monsters,base,normal,large dog,3,1,0,d,15
monsters,base,normal,direwolf,3,1,0,d,0
monsters,base,normal,winter wolf,3,1,0,d,6
monsters,base,normal,werewolf,3,1,0,d,0
monsters,base,normal,warg,3,1,0,d,5
monsters,base,normal,large direwolf,3,1,0,d,0
monsters,base,normal,hell hound,3,1,0,d,1
monsters,base,normal,shoosuva,3,1,0,d,4
monsters,base,normal,Cerberus,3,1,0,d,13
monsters,base,normal,gas spore,1,1,0,e,2
monsters,base,normal,floating eye,1,1,0,e,4
monsters,base,normal,freezing sphere,1,1,0,e,15
monsters,base,normal,flaming sphere,1,1,0,e,1
monsters,base,normal,shocking sphere,1,1,0,e,12
monsters,base,normal,gazer,1,1,0,e,10
monsters,base,normal,elder gazer,3,2,0,e,5
monsters,base,normal,death gazer,1,1,0,e,3
monsters,base,normal,kitten,1,1,0,f,15
monsters,base,normal,housecat,1,1,0,f,15
monsters,base,normal,large cat,1,1,0,f,15
monsters,base,normal,lynx,3,1,0,f,6
monsters,base,normal,jaguar,3,1,0,f,3
monsters,base,normal,panther,3,1,0,f,0
monsters,base,normal,tiger,3,1,0,f,11
monsters,base,normal,gnoll,1,1,0,G,3
monsters,base,normal,gnoll warden,1,1,0,G,12
monsters,base,normal,gnoll lord,1,1,0,G,4
monsters,base,normal,gnoll king,1,1,0,G,5
monsters,base,normal,gnoll supreme warden,1,1,0,G,13
monsters,base,normal,flind,1,1,0,G,9
monsters,base,normal,flind lord,1,1,0,G,1
monsters,base,normal,gnome,1,1,0,g,3
monsters,base,normal,gnome lord,1,1,0,g,4
monsters,base,normal,gnomish wizard,1,1,0,g,12
monsters,base,normal,gnome king,1,1,0,g,5
monsters,base,normal,gremlin,1,1,0,g,2
monsters,base,normal,gargoyle,1,1,0,g,15
monsters,base,normal,winged gargoyle,1,1,0,g,0
monsters,base,normal,halfling,1,1,0,h,2
monsters,base,normal,dwarf,1,1,0,h,1
monsters,base,normal,bugbear,1,1,0,h,3
monsters,base,normal,dwarf lord,1,1,0,h,4
monsters,base,normal,dwarf king,1,1,0,h,5
monsters,base,normal,tentacled one,3,2,0,h,13
monsters,base,normal,elder tentacled one,3,2,0,h,13
monsters,base,normal,death flayer,3,2,0,h,0
monsters,base,normal,manes,1,1,0,i,1
monsters,base,normal,lemure,1,1,0,i,3
monsters,base,normal,homunculus,1,1,0,i,2
monsters,base,normal,imp,1,1,0,i,1
monsters,base,normal,quasit,1,1,0,i,4
monsters,base,normal,tengu,1,1,0,i,6
monsters,base,normal,blue jelly,1,1,0,j,4
monsters,base,normal,spotted jelly,1,1,0,j,2
monsters,base,normal,ochre jelly,1,1,0,j,3
monsters,base,normal,kobold,1,1,0,k,3
monsters,base,normal,large kobold,1,1,0,k,1
monsters,base,normal,kobold lord,1,1,0,k,5
monsters,base,normal,kobold shaman,1,1,0,k,12
monsters,base,normal,leprechaun,1,1,0,l,2
monsters,base,normal,small mimic,1,1,0,m,3
monsters,base,normal,small luggage,1,1,0,m,15
monsters,base,normal,medium luggage,3,1,0,m,15
monsters,base,normal,large luggage,3,1,0,m,15
monsters,base,normal,large mimic,3,1,0,m,1
monsters,base,normal,giant mimic,3,1,0,m,5
monsters,base,normal,Gargantuan Mimic,3,2,0,m,2
monsters,base,normal,giant luggage,3,2,0,m,15
monsters,base,normal,chaos mimic,3,2,0,m,9
monsters,base,normal,wood nymph,1,1,0,n,2
monsters,base,normal,water nymph,1,1,0,n,4
monsters,base,normal,mountain nymph,1,1,0,n,3
monsters,base,normal,harpy,3,2,0,n,0
monsters,base,normal,goblin,1,1,0,o,7
monsters,base,normal,hobgoblin,1,1,0,o,3
monsters,base,normal,orc,1,1,0,o,1
monsters,base,normal,hill orc,1,1,0,o,11
monsters,base,normal,black orc,3,1,0,o,0
monsters,base,normal,orc shaman,1,1,0,o,12
monsters,base,normal,great orc,1,1,0,o,4
monsters,base,normal,orc-captain,3,2,0,o,9
monsters,base,normal,goblin king,1,1,0,o,5
monsters,base,normal,orc king,3,1,0,o,5
monsters,base,normal,rock piercer,1,1,0,p,7
monsters,base,normal,iron piercer,1,1,0,p,6
monsters,base,normal,glass piercer,1,1,0,p,15
monsters,base,normal,rothe,3,1,0,q,3
monsters,base,normal,wumpus,1,1,0,q,6
monsters,base,normal,bison,3,1,0,q,9
monsters,base,normal,titanothere,3,2,0,q,7
monsters,base,normal,oliphant,3,2,0,q,7
monsters,base,normal,leucrotta,3,2,0,q,1
monsters,base,normal,baluchitherium,3,2,0,q,7
monsters,base,normal,gorgon,3,1,0,q,5
monsters,base,normal,mastodon,3,2,0,q,0
monsters,base,normal,sewer rat,1,1,0,r,3
monsters,base,normal,giant rat,1,1,0,r,1
monsters,base,normal,woodchuck,1,1,0,r,9
monsters,base,normal,rabid rat,1,1,0,r,11
monsters,base,normal,rock mole,1,1,0,r,7
monsters,base,normal,wererat,1,1,0,r,3
monsters,base,normal,centipede,1,1,0,s,11
monsters,base,normal,cave spider,1,1,0,s,7
monsters,base,normal,scorpion,1,1,0,s,1
monsters,base,normal,giant spider,1,1,0,s,5
monsters,base,normal,phase spider,1,1,0,s,4
monsters,base,normal,lurker above,3,2,0,t,7
monsters,base,normal,trapper,3,1,0,t,2
monsters,base,normal,ram,3,1,0,u,1
monsters,base,normal,pony,3,1,0,u,3
monsters,base,normal,pegasus,2,1,0,u,12
monsters,base,normal,horse,3,1,0,u,3
monsters,base,normal,large ram,3,1,0,u,1
monsters,base,normal,white unicorn,2,1,0,u,15
monsters,base,normal,gray unicorn,2,1,0,u,7
monsters,base,normal,black unicorn,2,1,0,u,0
monsters,base,normal,warhorse,3,1,0,u,3
monsters,base,normal,warram,3,1,0,u,1
monsters,base,normal,dust vortex,1,1,0,v,3
monsters,base,normal,fog cloud,1,1,0,v,7
monsters,base,normal,ice vortex,1,1,0,v,6
monsters,base,normal,steam vortex,1,1,0,v,4
monsters,base,normal,fire vortex,1,1,0,v,11
monsters,base,normal,energy vortex,1,1,0,v,12
monsters,base,normal,baby long worm,3,1,0,w,3
monsters,base,normal,baby purple worm,3,1,0,w,5
monsters,base,normal,long worm,1,1,0,w,3
monsters,base,normal,purple worm,3,2,0,w,5
monsters,base,normal,elder long worm,1,1,0,w,11
monsters,base,normal,grid bug,1,1,0,x,5
monsters,base,normal,xan,1,1,0,x,1
monsters,base,normal,yellow light,1,1,0,y,11
monsters,base,normal,black light,1,1,0,y,0
monsters,base,normal,kobold zombie,1,1,0,z,3
monsters,base,normal,gnome zombie,1,1,0,z,3
monsters,base,normal,orc zombie,1,1,0,z,7
monsters,base,normal,dwarf zombie,1,1,0,z,1
monsters,base,normal,elf zombie,3,1,0,z,2
monsters,base,normal,gnoll zombie,1,1,0,z,7
monsters,base,normal,human zombie,1,1,0,z,15
monsters,base,normal,skeleton,1,1,0,z,15
monsters,base,normal,ghoul,1,1,0,z,0
monsters,base,normal,ettin zombie,3,2,0,z,4
monsters,base,normal,ettin skeleton,3,2,0,z,15
monsters,base,normal,giant zombie,3,2,0,z,6
monsters,base,normal,giant skeleton,3,2,0,z,15
monsters,base,normal,ghast,1,1,0,z,10
monsters,base,normal,skeleton warrior,1,1,0,z,15
monsters,base,normal,skeleton lord,1,1,0,z,11
monsters,base,normal,skeleton king,1,1,0,z,5
monsters,base,normal,couatl,3,2,0,A,2
monsters,base,normal,Aleax,1,1,0,A,11
monsters,base,normal,Angel,3,2,0,A,15
monsters,base,normal,ki-rin,3,1,0,A,11
monsters,base,normal,Archon,3,2,0,A,5
monsters,base,normal,bat,1,1,0,B,3
monsters,base,normal,giant bat,1,1,0,B,1
monsters,base,normal,raven,1,1,0,B,0
monsters,base,normal,vampire bat,1,1,0,B,0
monsters,base,normal,celestial dove,1,1,0,B,15
monsters,base,normal,celestial eagle,1,1,0,B,15
monsters,base,normal,phoenix,3,2,0,B,11
monsters,base,normal,roc,3,2,0,B,5
monsters,base,normal,hell bat,3,2,0,B,9
monsters,base,normal,plains centaur,3,1,0,C,3
monsters,base,normal,forest centaur,3,1,0,C,2
monsters,base,normal,mountain centaur,3,1,0,C,6
monsters,base,normal,gray dragon hatchling,1,1,0,D,7
monsters,base,normal,silver dragon hatchling,1,1,0,D,14
monsters,base,normal,red dragon hatchling,1,1,0,D,1
monsters,base,normal,white dragon hatchling,1,1,0,D,15
monsters,base,normal,orange dragon hatchling,1,1,0,D,9
monsters,base,normal,black dragon hatchling,1,1,0,D,0
monsters,base,normal,blue dragon hatchling,1,1,0,D,4
monsters,base,normal,green dragon hatchling,1,1,0,D,2
monsters,base,normal,yellow dragon hatchling,1,1,0,D,11
monsters,base,normal,gray dragon,3,2,0,D,7
monsters,base,normal,silver dragon,3,2,0,D,14
monsters,base,normal,red dragon,3,2,0,D,1
monsters,base,normal,white dragon,3,2,0,D,15
monsters,base,normal,orange dragon,3,2,0,D,9
monsters,base,normal,black dragon,3,2,0,D,0
monsters,base,normal,blue dragon,3,2,0,D,4
monsters,base,normal,green dragon,3,2,0,D,2
monsters,base,normal,yellow dragon,3,2,0,D,11
monsters,base,normal,ancient gray dragon,3,2,0,D,7
monsters,base,normal,ancient silver dragon,3,2,0,D,14
monsters,base,normal,ancient red dragon,3,2,0,D,1
monsters,base,normal,ancient white dragon,3,2,0,D,15
monsters,base,normal,ancient orange dragon,3,2,0,D,9
monsters,base,normal,ancient black dragon,3,2,0,D,0
monsters,base,normal,ancient blue dragon,3,2,0,D,4
monsters,base,normal,ancient green dragon,3,2,0,D,2
monsters,base,normal,ancient yellow dragon,3,2,0,D,11
monsters,base,normal,dracolich,3,2,0,D,3
monsters,base,normal,elder dracolich,3,2,0,D,5
monsters,base,normal,gold dragon,3,2,0,D,11
monsters,base,normal,ancient gold dragon,3,2,0,D,11
monsters,base,normal,Bahamut,3,2,0,D,5
monsters,base,normal,water elemental,3,2,0,E,4
monsters,base,normal,earth elemental,3,2,0,E,3
monsters,base,normal,stalker,1,1,0,E,15
monsters,base,normal,fire elemental,3,2,0,E,11
monsters,base,normal,air elemental,3,2,0,E,6
monsters,base,normal,elder water elemental,3,2,0,E,4
monsters,base,normal,elder earth elemental,3,2,0,E,3
monsters,base,normal,elder fire elemental,3,2,0,E,11
monsters,base,normal,elder air elemental,3,2,0,E,6
monsters,base,normal,lichen,1,1,0,F,10
monsters,base,normal,brown mold,1,1,0,F,3
monsters,base,normal,yellow mold,1,1,0,F,11
monsters,base,normal,green mold,1,1,0,F,2
monsters,base,normal,red mold,1,1,0,F,1
monsters,base,normal,violet fungus,1,1,0,F,5
monsters,base,normal,white lichen,1,1,0,F,15
monsters,base,normal,shrieker,1,1,0,F,5
monsters,base,normal,black lichen,1,1,0,F,0
monsters,base,normal,giant,3,2,0,H,1
monsters,base,normal,stone giant,3,2,0,H,7
monsters,base,normal,hill giant,3,2,0,H,6
monsters,base,normal,fire giant,3,2,0,H,11
monsters,base,normal,frost giant,3,2,0,H,15
monsters,base,normal,ettin,3,2,0,H,9
monsters,base,normal,hell bovine,3,2,0,H,1
monsters,base,normal,storm giant,3,2,0,H,4
monsters,base,normal,minotaur,3,2,0,H,3
monsters,base,normal,titan,3,2,0,H,5
monsters,base,normal,jabberwock,3,2,0,J,9
monsters,base,normal,juggernaut,3,2,0,J,7
monsters,base,normal,Keystone Kop,1,1,0,K,4
monsters,base,normal,Kop Sergeant,1,1,0,K,4
monsters,base,normal,Kop Lieutenant,1,1,0,K,6
monsters,base,normal,Kop Kaptain,1,1,0,K,5
monsters,base,normal,lich,1,1,0,L,3
monsters,base,normal,demilich,1,1,0,L,1
monsters,base,normal,master lich,1,1,0,L,5
monsters,base,normal,arch-lich,1,1,0,L,13
monsters,base,normal,modron monodrone,2,2,0,M,15
monsters,base,normal,modron duodrone,1,1,0,M,2
monsters,base,normal,modron tridrone,3,1,0,M,9
monsters,base,normal,modron quadrone,3,2,0,M,10
monsters,base,normal,modron pentadrone,1,2,0,M,6
monsters,base,normal,modron quinton,3,2,0,M,4
monsters,base,normal,modron quarton,3,2,0,M,3
monsters,base,normal,modron tertian,3,2,0,M,1
monsters,base,normal,modron secundus,3,2,0,M,11
monsters,base,normal,Modron Primus,3,2,0,M,5
monsters,base,normal,red naga hatchling,1,1,0,N,1
monsters,base,normal,black naga hatchling,1,1,0,N,0
monsters,base,normal,golden naga hatchling,1,1,0,N,11
